,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_batch_size,param_epochs,params,split0_test_f1 macro,split1_test_f1 macro,split2_test_f1 macro,mean_test_f1 macro,std_test_f1 macro,rank_test_f1 macro,split0_test_f1 micro,split1_test_f1 micro,split2_test_f1 micro,mean_test_f1 micro,std_test_f1 micro,rank_test_f1 micro,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy
0,67.2253143787384,1.6805617700473006,0.2996245225270589,0.02310378245382544,100,60,50,"{'C': 100, 'batch_size': 60, 'epochs': 50}",0.6370765835630112,0.6216170745855474,0.6339555477386722,0.6308830686290771,0.0066747884043988435,7,0.6436,0.62645,0.63925,0.6364333333333333,0.007279232254999306,7,0.6436,0.62645,0.63925,0.6364333333333333,0.007279232254999306,7
1,269.24011103312176,8.140841252687084,0.3090048631032308,0.01635035447142285,100,60,200,"{'C': 100, 'batch_size': 60, 'epochs': 200}",0.8050113377073721,0.7962582073412426,0.8117450698815233,0.8043382049767126,0.006340376360553618,1,0.8092,0.80055,0.81545,0.8084,0.006109146148740166,1,0.8092,0.80055,0.81545,0.8084,0.006109146148740166,1
2,65.72068476676941,1.9705791935111283,0.2661844889322917,0.01193004899896452,100,100,50,"{'C': 100, 'batch_size': 100, 'epochs': 50}",0.5392239353255192,0.5312443888570479,0.55709369836967,0.5425206741840791,0.01080734521505283,10,0.5473,0.5362,0.5626,0.5487,0.010823123393919143,10,0.5473,0.5362,0.5626,0.5487,0.010823123393919143,10
3,272.10489265124005,1.2629935097910088,0.30252496401468915,0.014229655163221602,100,100,200,"{'C': 100, 'batch_size': 100, 'epochs': 200}",0.7548321920789145,0.745570685884352,0.760025854339221,0.7534762441008293,0.005978679896326879,2,0.7595500000000001,0.7507,0.7646000000000001,0.7582833333333333,0.00574490112089747,2,0.75955,0.7507,0.7646,0.7582833333333333,0.005744901120897422,2
4,66.15905117988586,0.24436032206682962,0.28590138753255206,0.008932304364873259,100,600,50,"{'C': 100, 'batch_size': 600, 'epochs': 50}",0.18295824432401311,0.1533468934384196,0.1657022221037175,0.16733578662205006,0.012143844122135887,17,0.18615,0.1589,0.1677,0.17091666666666666,0.011354905939235644,17,0.18615,0.1589,0.1677,0.17091666666666666,0.011354905939235644,17
5,273.0612355073293,0.9301242527501948,0.3176387945810954,0.01473060459657567,100,600,200,"{'C': 100, 'batch_size': 600, 'epochs': 200}",0.4181218897889307,0.4441409059735095,0.4442469749541723,0.43550325690553754,0.01229055883700601,14,0.42545,0.4533,0.45194999999999996,0.44356666666666666,0.012822267956783436,14,0.42545,0.4533,0.45195,0.44356666666666666,0.012822267956783448,14
6,65.57843430836995,0.18122435894615113,0.29691298802693683,0.016755998571375604,1000,60,50,"{'C': 1000, 'batch_size': 60, 'epochs': 50}",0.591497743982315,0.6032086559250128,0.5928047951312162,0.5958370650128479,0.00523974300315668,9,0.59835,0.6094,0.5981,0.60195,0.005268934111057654,9,0.59835,0.6094,0.5981,0.60195,0.005268934111057654,9
7,258.9299815495809,0.9902314649828642,0.29723795255025226,0.024925027838339713,1000,60,200,"{'C': 1000, 'batch_size': 60, 'epochs': 200}",0.7464749439907906,0.7358211445453842,0.7472187528258364,0.743171613787337,0.005206429451709663,3,0.75065,0.7401,0.7507,0.74715,0.004985144598370937,3,0.75065,0.7401,0.7507,0.74715,0.004985144598370937,3
8,67.27813251813252,2.2984899541866266,0.29680577913920086,0.03374480777592856,1000,100,50,"{'C': 1000, 'batch_size': 100, 'epochs': 50}",0.4955392515504792,0.555736131126215,0.5059881672819688,0.5190878499862209,0.026262994788332536,11,0.50075,0.5621,0.5134,0.5254166666666666,0.026448135830127797,11,0.50075,0.5621,0.5134,0.5254166666666666,0.026448135830127797,11
9,275.511137008667,0.7076152424907517,0.3239898681640625,0.03297221764088686,1000,100,200,"{'C': 1000, 'batch_size': 100, 'epochs': 200}",0.7122663840214222,0.7009287104155659,0.7118731341630796,0.7083560762000225,0.005254393922224179,5,0.71655,0.7059,0.7162,0.7128833333333333,0.004940029239679554,5,0.71655,0.7059,0.7162,0.7128833333333333,0.004940029239679554,5
